scenario,period,applications,approvals,eligible_approved,ineligible_approved,application_rate,access_rate,exclusion_error,admin_exclusion_error,demand_gap,inclusion_error,avg_trust,avg_info,avg_monitoring,avg_service_quality,avg_congestion,territorial_inequality,delegated_share
adaptive,2,227,127,108,19,0.37833333333333335,0.4444444444444444,0.5555555555555556,0.0,0.5555555555555556,0.14960629921259844,0.5435609774761402,0.4960275251509761,0.7213236327676141,0.5288683287192844,0.7275641025641025,0.052229503321847,0.0
adaptive,3,228,116,97,19,0.38,0.3991769547325103,0.6008230452674896,0.0,0.6008230452674898,0.16379310344827586,0.5494561006807214,0.5086941745408446,0.7224336599496479,0.5188535298138728,0.7307692307692308,0.07388459894174883,0.0
adaptive,4,217,117,99,18,0.3616666666666667,0.4074074074074074,0.5925925925925926,0.0,0.5925925925925926,0.15384615384615385,0.5556383813438065,0.5215824901735009,0.7251674124926589,0.5110462843426679,0.6955128205128204,0.0986392618048244,0.0
adaptive,5,225,127,109,18,0.375,0.448559670781893,0.5514403292181069,0.0,0.551440329218107,0.14173228346456693,0.5632010945570355,0.5357044398152561,0.7207788418961097,0.5045321962966766,0.7211538461538461,0.08765247398553495,0.0
adaptive,6,242,125,107,18,0.4033333333333333,0.4403292181069959,0.5596707818930041,0.0,0.5596707818930041,0.144,0.5704625726418433,0.5494692702047528,0.7151586606542888,0.49887844967166445,0.7756410256410257,0.048048006909440354,0.0
adaptive,7,242,129,111,18,0.4033333333333333,0.4567901234567901,0.5432098765432098,0.0,0.5432098765432098,0.13953488372093023,0.5782226833609033,0.5635372702933745,0.7140508227318336,0.49433300227790355,0.7756410256410257,0.09184675888324895,0.0
adaptive,8,261,127,109,18,0.435,0.448559670781893,0.5514403292181069,0.0,0.551440329218107,0.14173228346456693,0.5857450915984159,0.5767652191502559,0.7078573802086803,0.49032505361827683,0.8365384615384616,0.029425430770820094,0.0
adaptive,9,277,151,133,18,0.46166666666666667,0.5473251028806584,0.4526748971193416,0.0,0.45267489711934156,0.11920529801324503,0.5964640412004935,0.5925558126917516,0.6983332120763887,0.48632070674199596,0.8878205128205128,0.07157291014020872,0.0
adaptive,10,245,154,136,18,0.4083333333333333,0.5596707818930041,0.4403292181069959,0.0,0.4403292181069959,0.11688311688311688,0.6076080012440109,0.607531172727394,0.7075332753782467,0.48383372567023697,0.7852564102564102,0.05501392086538662,0.0
adaptive,11,268,144,126,18,0.44666666666666666,0.5185185185185185,0.4814814814814815,0.0,0.48148148148148145,0.125,0.6173838153580254,0.6200967875035189,0.7010491290253443,0.48132936028698453,0.858974358974359,0.08118436390785663,0.0
adaptive,12,272,157,139,18,0.4533333333333333,0.5720164609053497,0.42798353909465026,0.0,0.4279835390946502,0.11464968152866242,0.6288553936534496,0.6329976155030936,0.6971839255520228,0.4783301819254677,0.8717948717948719,0.05932747662861051,0.0
adaptive,13,293,173,155,18,0.48833333333333334,0.6378600823045267,0.36213991769547327,0.0,0.36213991769547327,0.10404624277456648,0.6424440807240741,0.645856101649106,0.687018740268711,0.4760208572163027,0.9391025641025642,0.0660699912660977,0.0
adaptive,14,286,171,153,18,0.4766666666666667,0.6296296296296297,0.37037037037037035,0.0,0.37037037037037035,0.10526315789473684,0.6556810923696957,0.6577743865496659,0.6886703226200729,0.4740372551742578,0.9166666666666666,0.03881144962353042,0.0
adaptive,15,293,172,154,18,0.48833333333333334,0.6337448559670782,0.3662551440329218,0.0,0.3662551440329218,0.10465116279069768,0.6692376581109308,0.6693550925326868,0.6854633461824928,0.47250267003986574,0.9391025641025642,0.0540173253317395,0.0
adaptive,16,307,163,145,18,0.5116666666666667,0.5967078189300411,0.4032921810699589,0.0,0.40329218106995884,0.11042944785276074,0.6813582711265277,0.6782368253972684,0.6817833375887954,0.47011285785037243,0.983974358974359,0.04189417020580907,0.0
adaptive,17,321,176,158,18,0.535,0.6502057613168725,0.34979423868312753,0.0,0.3497942386831276,0.10227272727272728,0.6951399606140765,0.6875592519570989,0.6744220373911874,0.4675936038229427,1.028846153846154,0.08337069446133479,0.0
adaptive,18,319,178,160,18,0.5316666666666666,0.6584362139917695,0.34156378600823045,0.0,0.34156378600823045,0.10112359550561797,0.7090419160891129,0.6965971091173955,0.6740382309867686,0.465972533612502,1.0224358974358974,0.05389840468340257,0.0
adaptive,19,320,176,158,18,0.5333333333333333,0.6502057613168725,0.34979423868312753,0.0,0.3497942386831276,0.10227272727272728,0.7221269735590367,0.7053768936914364,0.6730203858441038,0.4650434307830061,1.0256410256410255,0.05331290552661208,0.0
adaptive,20,312,173,155,18,0.52,0.6378600823045267,0.36213991769547327,0.0,0.36213991769547327,0.10404624277456648,0.7348526488776151,0.7134987377097729,0.6752985138504443,0.46396135357173623,1.0,0.04728830015222356,0.0
adaptive,21,342,176,158,18,0.57,0.6502057613168725,0.34979423868312753,0.0,0.3497942386831276,0.10227272727272728,0.7476892221016397,0.7206889925508541,0.6650108635463502,0.46119607056781803,1.096153846153846,0.08087012648096153,0.0
adaptive,22,335,182,164,18,0.5583333333333333,0.6748971193415638,0.3251028806584362,0.0,0.32510288065843623,0.0989010989010989,0.760836515281031,0.7276703005417433,0.6654778238900635,0.45950444284219943,1.073717948717949,0.08634493147507542,0.0
adaptive,23,352,188,173,15,0.5866666666666667,0.7119341563786008,0.2880658436213992,0.005747126436781609,0.2839506172839506,0.0797872340425532,0.7747316679735216,0.7347374132010007,0.6580554531657669,0.4565382946528255,1.1282051282051284,0.08330618974354347,0.0
adaptive,24,336,189,171,18,0.56,0.7037037037037037,0.2962962962962963,0.0,0.2962962962962963,0.09523809523809523,0.7872399120065289,0.7411169835102827,0.6629235227059961,0.45514682354576363,1.0769230769230769,0.10629566253951807,0.3333333333333333
adaptive,25,358,192,175,17,0.5966666666666667,0.720164609053498,0.279835390946502,0.016853932584269662,0.2674897119341564,0.08854166666666667,0.7994014604878427,0.746940416579497,0.5907749816659694,0.4416523956308562,1.1474358974358976,0.09057873291211102,0.3333333333333333
adaptive,26,364,190,176,14,0.6066666666666667,0.7242798353909465,0.27572016460905346,0.027624309392265192,0.2551440329218107,0.07368421052631578,0.8111636292906166,0.7526320762861508,0.5876655573773591,0.43161429696698606,1.1666666666666667,0.0658579467425306,0.3333333333333333
adaptive,27,372,199,184,15,0.62,0.757201646090535,0.24279835390946503,0.041666666666666664,0.20987654320987653,0.07537688442211055,0.8224182147651878,0.758161412922269,0.5837498150391803,0.42292922509134506,1.1923076923076925,0.07933271963468583,0.3333333333333333
adaptive,28,372,196,180,16,0.62,0.7407407407407407,0.2592592592592593,0.03225806451612903,0.2345679012345679,0.08163265306122448,0.8331639856634653,0.763666166149715,0.582939833776,0.41650435470112573,1.1923076923076923,0.0531817894564269,0.3333333333333333
adaptive,29,382,193,175,18,0.6366666666666667,0.720164609053498,0.279835390946502,0.04371584699453552,0.24691358024691357,0.09326424870466321,0.8420419793133559,0.768571466636356,0.5793934966205124,0.41069428117324125,1.2243589743589742,0.04442761192952751,0.8333333333333334
