seed,scenario,applications_final,approvals_final,eligible_approved_final,ineligible_approved_final,access_rate_final,exclusion_error_final,inclusion_error_final,avg_trust_final,avg_info_final,avg_monitoring_final,avg_service_quality_final,avg_congestion_final,territorial_inequality_final,delegated_share_final,access_rate_mean,exclusion_error_mean,admin_exclusion_error_mean,demand_gap_mean,inclusion_error_mean,avg_trust_mean,avg_info_mean,avg_monitoring_mean,avg_service_quality_mean,avg_congestion_mean,territorial_inequality_mean,delegated_share_mean
15,hierarchy,361,174,158,16,0.6899563318777293,0.3100436681222707,0.0919540229885057,0.88672707115318,0.79827026154408,0.648414067868169,0.4365082151718211,1.1570512820512822,0.0974883228611363,0.0,0.589410480349345,0.410589519650655,0.0,0.410589519650655,0.1229040344641803,0.700658281625994,0.6636944862158101,0.6844306979689357,0.4608980212489321,0.9499198717948716,0.090136818801607,0.0
15,delegated,409,193,175,18,0.7641921397379913,0.2358078602620087,0.0932642487046632,0.8956194290771414,0.8014292069184011,0.4395402768217291,0.2729576019502043,1.310897435897436,0.0678445536948511,1.0,0.6009825327510917,0.3990174672489083,0.0168532590632714,0.3867903930131004,0.2388373273734358,0.7075000511373698,0.6677562257722596,0.4886761218483522,0.3170705308224152,0.992227564102564,0.062592388187969,1.0
15,adaptive,364,176,158,18,0.6899563318777293,0.3100436681222707,0.1022727272727272,0.8833760528221838,0.7996680964155735,0.5830798948756825,0.3891389657064563,1.1666666666666663,0.0651791765563992,0.6666666666666666,0.5913755458515284,0.4086244541484716,0.0122035673211268,0.3998908296943231,0.1251452288760944,0.7032655037012542,0.6676076749429105,0.6548526437989121,0.4440014003139055,0.9620993589743588,0.0757942259581288,0.1625
16,hierarchy,408,214,199,15,0.7713178294573644,0.2286821705426356,0.0700934579439252,0.9249889615142076,0.828843892675611,0.6287302481231908,0.4218788315731606,1.3076923076923077,0.069316499632179,0.0,0.6111434108527132,0.3888565891472868,0.0016602275557499,0.3875968992248061,0.1059248540659781,0.7265984744878541,0.6893860322816248,0.6750254714796905,0.4595439040504687,1.017548076923077,0.0625792771185984,0.0
16,delegated,391,192,174,18,0.6744186046511628,0.3255813953488372,0.09375,0.9147824174323964,0.8297700116319269,0.4454272807225841,0.27547361214134,1.2532051282051282,0.0717645661654544,1.0,0.5993217054263565,0.4006782945736434,0.0385017646695636,0.3727713178294574,0.1823191000839784,0.7335251913929497,0.694071719866814,0.4801599883674747,0.3168616009072981,1.0548878205128205,0.0543621779650418,1.0
16,adaptive,407,196,173,23,0.6705426356589147,0.3294573643410853,0.1173469387755102,0.9149485868214132,0.8270798421031059,0.4407609364829218,0.2905158784727686,1.3044871794871795,0.0682056517686291,1.0,0.5956395348837209,0.404360465116279,0.0183208097020205,0.3906007751937984,0.1129775673323098,0.7230436025714461,0.6876862560477627,0.6195223192304082,0.430039151037382,1.0212339743589745,0.0638645831610382,0.3166666666666666
17,hierarchy,408,213,197,16,0.76953125,0.23046875,0.0751173708920187,0.9216014414560748,0.8185444952265075,0.6288762269748703,0.426736100504909,1.3076923076923077,0.0477332062800902,0.0,0.63115234375,0.36884765625,0.0041789117777211,0.36572265625,0.0989757985013462,0.7386691669044081,0.6831989690870286,0.672141456412678,0.4585975770799164,1.0354166666666669,0.0746643142929053,0.0
17,delegated,414,194,178,16,0.6953125,0.3046875,0.0824742268041237,0.9031812929289496,0.8177538242650821,0.4383058853550455,0.2764306461231979,1.3269230769230769,0.0665261779655106,1.0,0.5982421875,0.4017578125,0.0484782577330286,0.366796875,0.1906825378219745,0.7281013353928504,0.6822576126313845,0.4819687529703452,0.3211962256994866,1.041346153846154,0.0644013444849697,1.0
17,adaptive,394,186,168,18,0.65625,0.34375,0.0967741935483871,0.8978608614902733,0.8145718567888135,0.4772823485091838,0.3213338562379276,1.2628205128205128,0.0713892849691636,1.0,0.58984375,0.41015625,0.0333979919069755,0.38544921875,0.106187679743941,0.7204168218967058,0.676071944852607,0.6213924184143506,0.4288941156285354,1.006650641025641,0.0729314619510062,0.3166666666666666
18,hierarchy,414,213,197,16,0.7848605577689243,0.2151394422310757,0.0751173708920187,0.9069479806518158,0.8143680028387966,0.6281954214434197,0.4318654060249216,1.3269230769230769,0.0549496861125398,0.0,0.6026892430278885,0.3973107569721115,0.0006512907476789,0.396812749003984,0.113368806416833,0.7038086545029654,0.6771257832921723,0.6789264653422207,0.4714918761143735,1.0021634615384616,0.0655827263558425,0.0
18,delegated,383,196,170,26,0.6772908366533864,0.3227091633466136,0.1326530612244898,0.9020153847810112,0.8148928039991801,0.4498487029052477,0.2900200855670494,1.2275641025641024,0.0558703933101706,1.0,0.603585657370518,0.396414342629482,0.0253921870598407,0.3781872509960159,0.2074644869295595,0.7142948108513034,0.6814809885510673,0.4849151326136247,0.3356173847639563,1.028605769230769,0.0694331410069656,1.0
18,adaptive,395,200,183,17,0.7290836653386454,0.2709163346613545,0.085,0.9097204859844832,0.8166836026383275,0.4444768469449993,0.3093464615402949,1.266025641025641,0.0617969993101548,0.8333333333333334,0.6208167330677291,0.3791832669322709,0.0128502521221581,0.3691235059760956,0.113652752307415,0.7163820921146435,0.683155421143666,0.6199598163035142,0.4415064648389251,1.0219551282051282,0.0691018673629336,0.3125
19,hierarchy,385,204,189,15,0.7269230769230769,0.2730769230769231,0.0735294117647058,0.9220813734812446,0.8277469820136545,0.6385767680668442,0.4377925377850167,1.2339743589743588,0.0991070113644897,0.0,0.6210576923076923,0.3789423076923077,0.0043587374006546,0.3757692307692307,0.1005994780224185,0.724685471505427,0.6877205921603783,0.6743073434819924,0.4660614417544277,1.033253205128205,0.0632243239272136,0.0
19,delegated,399,200,179,21,0.6884615384615385,0.3115384615384615,0.105,0.9123724962745458,0.8292934555348787,0.4434364085163587,0.2938137915464072,1.278846153846154,0.041014500487164,1.0,0.6125,0.3875,0.0399373644072932,0.3578846153846153,0.1796600139855095,0.7286189633239478,0.6916339262032782,0.4801901732767589,0.3342739564774974,1.0652243589743589,0.0582912391135658,1.0
19,adaptive,419,203,181,22,0.6961538461538461,0.3038461538461539,0.1083743842364532,0.9038913899576084,0.8250460423675031,0.4378960682033349,0.311408151050117,1.342948717948718,0.0656132280738395,1.0,0.5877884615384615,0.4122115384615384,0.0217043916131462,0.3960576923076923,0.1166482453349189,0.7111607366546424,0.6819713165999587,0.6145876815957069,0.43549851347196,1.01161858974359,0.0615400236148483,0.3583333333333333
20,hierarchy,425,223,208,15,0.8062015503875969,0.1937984496124031,0.0672645739910313,0.930306452622184,0.826955656629013,0.6229015822718096,0.4267546022047486,1.3621794871794872,0.0316927376495498,0.0,0.6341085271317829,0.365891472868217,0.0013540559019806,0.3648255813953488,0.1017615460532418,0.7328113319422792,0.6864763716104793,0.6721499872464926,0.4611990380987575,1.0438301282051283,0.0630111456726183,0.0
20,delegated,414,196,175,21,0.6782945736434108,0.3217054263565891,0.1071428571428571,0.9146079546116648,0.8272415998587288,0.4382148389908331,0.2838106873152946,1.3269230769230766,0.0171820879801116,1.0,0.6165697674418604,0.3834302325581395,0.0426491645935629,0.3511627906976744,0.1771553997085941,0.7354557833144483,0.6904365647736566,0.4792154294160017,0.3275673689432562,1.0653846153846154,0.0560242709451998,1.0
20,adaptive,412,200,180,20,0.6976744186046512,0.3023255813953488,0.1,0.9193582551014038,0.8261750401731085,0.4707454927298735,0.3206075883185018,1.3205128205128207,0.0462664909308963,0.8333333333333334,0.6133720930232558,0.3866279069767442,0.0173739254878197,0.3734496124031007,0.1107673361649721,0.7318283570391175,0.686051735792405,0.6179487538107742,0.4337296948085652,1.034294871794872,0.0623424886558536,0.3125
